"","NUTS_ID","Kod_GUS","Nazwa","Rok","TFR","ludnosc_ogolem_ogÛ≥em","ludnosc_ogolem_wiek_rozrodczy","ludnosc_ogolem_wiek_produkcyjny","ludnosc_kobiety_ogÛ≥em","ludnosc_kobiety_wiek_rozrodczy","ludnosc_kobiety_wiek_produkcyjny","ludnosc_mezczyzni_ogÛ≥em","ludnosc_mezczyzni_wiek_rozrodczy","ludnosc_mezczyzni_wiek_produkcyjny","bezrobotni_ogÛ≥em","bezrobotni_mÍøczyüni","bezrobotni_kobiety","wynagrodzenia","cena_mieszkan_metr_mediana","cena_mieszkan_metr_srednia","mieszkania_oddane","mieszkania_przecietna_powierzchnia","mieszkania_izby","mieszkania_nowe","rozwody","rozwody_na_10_tys","separacje","separacje_na_10_tys","swiadczenia_500_plus","swiadczenia_spoleczne","wspolczynnik_feminizacji","zlobki","malzenstwa_zawarte","ludnosc_na_1km2","gestosc_zaludnienia_pow_zabudowana","zmiana_liczby_ludnosci","ludnosc_tys","ludnosc_tys_mezczyzni","ludnosc_tys_kobiety","praca_ogolem_ogÛ≥em","praca_ogolem_mÍøczyüni","praca_ogolem_kobiety","praca_rolnictwo_ogÛ≥em","praca_rolnictwo_mÍøczyüni","praca_rolnictwo_kobiety","praca_przemysl_na_10_tys_ogÛ≥em","praca_przemysl_na_10_tys_mÍøczyüni","praca_przemysl_na_10_tys_kobiety","praca_handel_ogÛ≥em","praca_handel_mÍøczyüni","praca_handel_kobiety","praca_finanse_ogÛ≥em","praca_finanse_mÍøczyüni","praca_finanse_kobiety","praca_pozostale_na_10_tys_ogÛ≥em","praca_pozostale_na_10_tys_mÍøczyüni","praca_pozostale_na_10_tys_kobiety","zgony_kobiety","zgony_mezczyzni","zgony_ogolem","dochody_ogolem","dochody_wlasne","dochody_podatki","dochody_podatki_osoby_fizyczne","dochody_podatki_osoby_prawne","dochody_podatki_pozostale","swiadczenia_ogolem"
"134","PL22C","012415100000","PODREGION TYSKI",2015,1.394,393726,190556,248943,201938,94194,124303,191788,96362,124640,7908,3377,4531,3764.99,3163,3217,3.9,122.7,4.7,2.7,582,14.8,18,0.46,NA,47040,105,85,5.4,417,NA,2,393.73,191.79,201.94,130404,76166,54238,7589,3608,3981,69224,52033,17191,20446,10451,9995,4131,1343,2788,29014,8731,20283,1724,1866,3590,3983.39,2575.23,NA,1108.02,45.85,749.07,NA
"135","PL22C","012415100000","PODREGION TYSKI",2016,1.453,394759,189314,245792,202519,93720,122716,192240,95594,123076,6631,2742,3889,3876.92,3090,3113,3.3,133.4,5.3,2.6,636,16.1,12,0.3,NA,63886,105,103,5.4,418,NA,2.6,394.76,192.24,202.52,132131,76389,55742,7697,3696,4001,69092,51318,17774,21494,10983,10511,4096,1324,2772,29752,9068,20684,1647,1853,3500,4675.59,2745,NA,1148.08,56.9,847.29,NA
"136","PL22C","012415100000","PODREGION TYSKI",2017,1.555,396076,188205,242636,203370,93305,121243,192706,94900,121393,5299,2126,3173,4087.29,3379,3345,3.8,127.1,5,2.9,641,16.2,10,0.25,219737374,69509,106,121,5.3,419,NA,3.3,396.08,192.71,203.37,132156,76255,55901,7774,3765,4009,67289,50373,16916,22080,11454,10626,3976,1248,2728,31037,9415,21622,1765,1979,3744,4980.16,2893.91,NA,1220.9,71.44,923.97,219806883
"137","PL22C","012415100000","PODREGION TYSKI",2018,1.51,397166,187209,239591,203964,92704,119585,193202,94505,120006,4843,1899,2944,4376.27,3682,3602,4.2,120,4.9,3.1,653,16.5,25,0.63,215044102,72261,106,153,5.1,421,NA,2.8,397.17,193.2,203.96,132247,76738,55509,7685,3696,3989,69386,51804,17582,22358,11575,10783,2357,710,1647,30461,8953,21508,1828,1960,3788,5438.68,3134.95,NA,1365.54,89.29,968.26,215116363
"138","PL22C","012415100000","PODREGION TYSKI",2019,1.469,397895,186376,236834,204401,92243,118147,193494,94133,118687,4011,1610,2401,4713.14,4047,3944,3.9,122.9,4.8,3,731,18.4,16,0.4,331632102,75198,106,166,4.8,421,NA,1.8,397.9,193.49,204.4,131818,77051,54767,7638,3659,3979,68612,52025,16587,23012,12085,10927,2334,714,1620,30222,8568,21654,1821,2022,3843,6051.89,3293.01,NA,1479.78,130.08,965.9,331707300
"139","PL22C","012415100000","PODREGION TYSKI",2020,1.462,394866,183040,231621,202838,90329,115221,192028,92711,116400,6145,2653,3492,5019.87,4805,4623,5.3,108.8,4.4,3.3,509,12.9,8,0.2,454098046,76721,106,171,3.8,418,NA,-7.6,394.87,192.03,202.84,127114,74454,52660,4119,2108,2011,68926,51537,17389,22381,11881,10500,2188,689,1499,29500,8239,21261,2040,2390,4430,6605.99,3429.83,NA,1462.3,75.41,985.77,454174767
"140","PL22C","012415100000","PODREGION TYSKI",2021,1.388,394031,181862,229863,202503,89793,114378,191528,92069,115485,4727,1979,2748,5397.89,5279,5150,5.2,122.4,4.7,4,626,15.9,14,0.36,455585045,79771,106,197,4.4,417,NA,-2.1,394.03,191.53,202.5,125363,73052,52311,4101,2082,2019,67783,50763,17020,22377,11865,10512,2048,630,1418,29054,7712,21342,2290,2592,4882,7069.6,3636.92,NA,1621.75,108.98,1066.62,455664816
"141","PL431","020811300000","PODREGION GORZOWSKI",2012,1.336,387265,192385,251947,197983,94235,124613,189282,98150,127334,22048,10769,11279,3172.58,2798,2647,3.6,90.9,4.1,1.8,800,20.7,21,0.54,NA,91267,105,NA,5.3,63,1598,0.9,387.27,189.28,197.98,98705,49087,49618,14944,8386,6558,33432,21523,11909,16968,8493,8475,3069,874,2195,30292,9811,20481,1679,1878,3557,3197.19,1636.59,NA,541.46,29.08,653.87,NA
"142","PL431","020811300000","PODREGION GORZOWSKI",2013,1.278,386921,190805,248809,197815,93435,122976,189106,97370,125833,21846,10581,11265,3284.14,2648,2553,3.3,94.5,4.3,1.7,714,18.5,19,0.49,NA,87246,105,NA,4.5,63,1584,-0.9,386.92,189.11,197.82,99515,49035,50480,14955,8349,6606,33783,21556,12227,17611,8904,8707,3035,882,2153,30131,9344,20787,1747,1977,3724,3405.98,1820.04,NA,575.65,30.03,728.52,NA
"143","PL431","020811300000","PODREGION GORZOWSKI",2014,1.283,386827,189398,245797,197882,92783,121434,188945,96615,124363,15905,7690,8215,3415.8,2734,2628,3.4,90.2,4.1,1.6,789,20.4,8,0.21,NA,80307,105,70,4.7,63,1569,-0.2,386.83,188.95,197.88,102527,50529,51998,15114,8411,6703,36562,22893,13669,18260,9272,8988,2986,881,2105,29605,9072,20533,1662,1894,3556,3597.08,1947.84,NA,614.8,31.83,770.6,NA
"144","PL431","020811300000","PODREGION GORZOWSKI",2015,1.26,386119,187724,242055,197525,91920,119395,188594,95804,122660,13644,6567,7077,3536.99,2790,2672,3.5,92.1,4.3,1.8,761,19.7,10,0.26,NA,86980,105,64,5,63,NA,-1.8,386.12,188.59,197.53,101704,49930,51774,15065,8346,6719,35837,22518,13319,18040,9084,8956,2987,866,2121,29775,9116,20659,1753,2068,3821,3784.29,2089.56,NA,671.33,35.84,794.56,NA
"145","PL431","020811300000","PODREGION GORZOWSKI",2016,1.329,385970,186401,238700,197629,91260,117644,188341,95141,121056,11533,5198,6335,3663.19,2985,2815,3.2,89.4,4,1.6,755,19.6,11,0.29,NA,105290,105,83,5.2,63,NA,-0.4,385.97,188.34,197.63,103341,51252,52089,15264,8539,6725,35606,22549,13057,19453,10124,9329,2910,859,2051,30108,9181,20927,1708,2040,3748,4406.46,2169.18,NA,736.99,37.47,812.77,NA
"146","PL431","020811300000","PODREGION GORZOWSKI",2017,1.411,386102,185202,235395,197649,90660,115972,188453,94542,119423,8682,3694,4988,3868.02,3076,2869,3.5,90.1,4,1.7,630,16.3,7,0.18,220371592,111872,105,99,5,63,NA,0.3,386.1,188.45,197.65,103875,52494,51381,15124,8462,6662,35198,22759,12439,20371,10997,9374,2824,862,1962,30358,9414,20944,1817,1988,3805,4748.96,2311.64,NA,820.65,42.55,863.15,220483464
"147","PL431","020811300000","PODREGION GORZOWSKI",2018,1.348,385258,183679,232048,197222,89898,114286,188036,93781,117762,8117,3437,4680,4183.95,3383,3153,3.9,83.2,3.9,1.8,544,14.1,3,0.08,208895306,113718,105,117,4.9,63,NA,-2.2,385.26,188.04,197.22,106205,53798,52407,15123,8460,6663,36675,23760,12915,21707,11593,10114,2810,850,1960,29890,9135,20755,2021,2131,4152,5209.69,2481.76,NA,932.02,45.15,895.81,209009024
"148","PL431","020811300000","PODREGION GORZOWSKI",2019,1.351,384141,182186,228960,196701,89123,112651,187440,93063,116309,6893,2943,3950,4427.66,3508,3308,4.2,87.3,3.9,2.2,707,18.4,15,0.39,290648931,118425,105,136,4.7,63,NA,-2.9,384.14,187.44,196.7,107537,54287,53250,15030,8397,6633,36558,23830,12728,23025,12373,10652,2369,735,1634,30555,8952,21603,2024,2159,4183,5773.93,2723.3,NA,1027.37,42.43,912.08,290767356
"149","PL431","020811300000","PODREGION GORZOWSKI",2020,1.366,377923,176491,222394,193696,86403,109488,184227,90088,112906,8717,3818,4899,4700.89,4020,3885,5.1,83.1,3.8,2.4,380,10,3,0.08,390159985,123685,105,160,3.5,62,NA,-16.2,377.92,184.23,193.7,95708,48763,46945,7690,4797,2893,33602,22236,11366,22173,12350,9823,2182,678,1504,30061,8702,21359,2294,2587,4881,6514.32,2974.56,NA,1009.6,65.11,965.5,390283670
"150","PL431","020811300000","PODREGION GORZOWSKI",2021,1.27,374146,174411,219917,191985,85388,108274,182161,89023,111643,6259,2684,3575,5120.21,4469,4261,5.1,83.6,3.9,2.5,630,16.7,8,0.21,384950205,126173,105,210,4.2,61,NA,-10,374.15,182.16,191.99,97002,49340,47662,7657,4768,2889,34005,22396,11609,22723,12701,10022,2065,635,1430,30552,8840,21712,2458,2836,5294,7052.49,3263.32,NA,1128.97,84.45,1073.38,385076378
"151","PL432","020811400000","PODREGION ZIELONOG”RSKI",2012,1.289,636052,314757,412544,326904,154508,204558,309148,160249,207986,38566,18148,20418,3223.32,2522,2518,2.8,114.7,4.8,1.8,1206,19,23,0.36,NA,157729,106,NA,5.3,81,1666,-0.3,636.05,309.15,326.9,147582,75174,72408,20031,11026,9005,49507,33582,15925,28895,15423,13472,4215,1443,2772,44934,13700,31234,2788,3183,5971,3155.76,1613.79,NA,556.22,32.3,582.5,NA
"152","PL432","020811400000","PODREGION ZIELONOG”RSKI",2013,1.227,634549,312006,406876,326315,153098,201708,308234,158908,205168,37959,17644,20315,3280.67,2383,2418,3,106.1,4.4,1.7,1246,19.6,31,0.49,NA,150857,106,NA,4.8,81,1642,-2.4,634.55,308.23,326.32,148767,74485,74282,20569,11109,9460,49046,33141,15905,29310,15235,14075,4176,1368,2808,45666,13632,32034,2988,3300,6288,3340.58,1753.34,NA,580.08,36.6,623.88,NA
"153","PL432","020811400000","PODREGION ZIELONOG”RSKI",2014,1.257,633480,309358,401222,325759,151774,198765,307721,157584,202457,31210,14445,16765,3431.8,2337,2405,3.2,94.2,4.1,1.5,1327,20.9,27,0.43,NA,137732,106,96,4.8,80,1630,-1.7,633.48,307.72,325.76,152196,76083,76113,20860,11274,9586,51011,34464,16547,29957,15353,14604,4309,1446,2863,46059,13546,32513,2862,3117,5979,3525.94,1858.97,NA,622.13,39.74,648.06,NA
"154","PL432","020811400000","PODREGION ZIELONOG”RSKI",2015,1.249,631956,306936,395201,324876,150408,195583,307080,156528,199618,25704,11518,14186,3588.73,2568,2536,3,97.7,4.2,1.6,1326,21,22,0.35,NA,148349,106,102,4.9,80,NA,-2.4,631.96,307.08,324.88,152391,75893,76498,21221,11546,9675,51088,34138,16950,29390,15201,14189,4266,1478,2788,46426,13530,32896,3081,3410,6491,3622.76,1988.24,NA,710.66,42.01,663.25,NA
"155","PL432","020811400000","PODREGION ZIELONOG”RSKI",2016,1.325,631406,304989,389690,324636,149478,192792,306770,155511,196898,20834,8869,11965,3783.43,2729,2646,3.7,91.3,3.9,1.7,1130,17.9,19,0.3,NA,181018,106,109,4.9,80,NA,-0.9,631.41,306.77,324.64,156792,78340,78452,21248,11572,9676,52499,35019,17480,30761,16101,14660,4086,1451,2635,48198,14197,34001,2864,3311,6175,4083.89,1993.39,NA,775.92,45.25,658.58,NA
"156","PL432","020811400000","PODREGION ZIELONOG”RSKI",2017,1.441,630730,302984,383722,324253,148576,189769,306477,154408,193953,15923,6417,9506,4005.71,2782,2755,4.2,89.3,3.9,1.8,1213,19.2,9,0.14,352429712,188955,106,118,4.8,80,NA,-1.1,630.73,306.48,324.25,160650,80736,79914,21313,11749,9564,54604,36592,18012,32011,16720,15291,3900,1359,2541,48822,14316,34506,3143,3350,6493,4630.58,2241.24,NA,848.4,52.66,699.48,352618667
"157","PL432","020811400000","PODREGION ZIELONOG”RSKI",2018,1.356,629290,300556,377718,323478,147417,186773,305812,153139,190945,14084,5649,8435,4276.99,3171,3133,4.4,89.5,3.9,2.1,1084,17.2,5,0.08,335346120,190928,106,157,4.8,80,NA,-2.3,629.29,305.81,323.48,162346,81948,80398,20819,11395,9424,56181,37849,18332,33177,17597,15580,3594,1208,2386,48575,13899,34676,3243,3508,6751,4969.27,2430.78,NA,981.21,54.6,731.73,335537048
"158","PL432","020811400000","PODREGION ZIELONOG”RSKI",2019,1.312,627451,298343,372734,322725,146327,184195,304726,152016,188539,11605,4662,6943,4648.88,3369,3303,4,96.2,4.2,2.1,1063,16.9,11,0.18,463060094,197651,106,164,4.4,80,NA,-2.9,627.45,304.73,322.73,163251,81842,81409,20756,11394,9362,56742,38023,18719,33697,17646,16051,3548,1113,2435,48508,13666,34842,3179,3645,6824,5604.72,2677.52,NA,1080.35,51.91,759.02,463257745
"159","PL432","020811400000","PODREGION ZIELONOG”RSKI",2020,1.382,615406,288507,360594,316681,141319,177946,298725,147188,182648,14957,6456,8501,4918.01,3861,3756,5.3,87.7,3.9,2.5,765,12.4,8,0.13,619363170,211448,106,186,3.5,78,NA,-19.2,615.41,298.73,316.68,149339,74879,74460,10927,6715,4212,54853,36639,18214,32959,17383,15576,3253,1033,2220,47347,13109,34238,3759,4233,7992,5965.72,2788.55,NA,1021.03,63.25,831.94,619574618
"160","PL432","020811400000","PODREGION ZIELONOG”RSKI",2021,1.325,611341,285634,356917,314787,139920,176168,296554,145714,180749,11899,5150,6749,5395.23,4124,4015,5.1,91.8,4,2.8,927,15.1,10,0.16,614589620,223063,106,215,4.1,78,NA,-6.6,611.34,296.55,314.79,152910,76625,76285,10819,6598,4221,54907,36664,18243,35249,18730,16519,3129,1050,2079,48806,13583,35223,4035,4469,8504,6624.64,3134.18,NA,1139.95,116.14,917.37,614812683
"161","PL416","023015700000","PODREGION KALISKI",2012,1.356,673151,336113,431427,344846,164695,213493,328305,171418,217934,28057,12255,15802,2853.24,2677,2460,3.1,114.8,4.8,2.1,1026,15.2,76,1.13,NA,159663,105,NA,5.6,116,2482,0.2,673.15,328.31,344.85,198858,106327,92531,59178,30740,28438,70443,49999,20444,27723,14093,13630,2740,745,1995,38774,10750,28024,3136,3393,6529,3013.04,1347.79,NA,495.81,30.41,511.02,NA
"162","PL416","023015700000","PODREGION KALISKI",2013,1.363,672530,333598,427618,344578,163534,211572,327952,170064,216046,27365,11847,15518,2946.01,2731,2543,2.7,122.8,5,2,1161,17.3,64,0.95,NA,157072,105,NA,5,116,2456,-0.9,672.53,327.95,344.58,203478,107746,95732,59379,30769,28610,71825,50354,21471,29289,14827,14462,2890,753,2137,40095,11043,29052,3199,3458,6657,3136.44,1537.41,NA,534.85,31.12,550.85,NA
"163","PL416","023015700000","PODREGION KALISKI",2014,1.394,672452,331279,423733,344505,162251,209514,327947,169028,214219,21683,9257,12426,3050.61,2677,2536,2.8,116.6,4.8,1.8,1036,15.4,53,0.79,NA,147744,105,46,5.3,116,2438,-0.1,672.45,327.95,344.51,209239,109847,99392,59600,30809,28791,74990,51932,23058,30449,14849,15600,2843,745,2098,41357,11512,29845,2909,3346,6255,3206.88,1574.63,NA,575.92,33.08,561.49,NA
"164","PL416","023015700000","PODREGION KALISKI",2015,1.385,671623,329023,419436,344064,161172,207273,327559,167851,212163,16562,6783,9779,3150.45,2692,2572,2.7,121.2,4.9,2,954,14.2,45,0.67,NA,159197,105,49,5,116,NA,-1.2,671.62,327.56,344.06,211910,110719,101191,59650,30731,28919,77773,53228,24545,30354,14751,15603,2752,772,1980,41381,11237,30144,3429,3621,7050,3340.26,1647.7,NA,640.98,38.16,593.59,NA
"165","PL416","023015700000","PODREGION KALISKI",2016,1.432,671291,326710,415048,343890,159967,205018,327401,166743,210030,13169,5417,7752,3318.27,2833,2715,2.7,115.2,4.8,1.9,1087,16.2,53,0.79,NA,195584,105,66,5.3,116,NA,-0.5,671.29,327.4,343.89,217578,113816,103762,59765,30865,28900,80373,54872,25501,32058,15602,16456,2683,750,1933,42699,11727,30972,3119,3363,6482,4034.3,1787.02,NA,724.53,48.17,626.46,NA
"166","PL416","023015700000","PODREGION KALISKI",2017,1.538,671064,324237,410148,343818,158668,202518,327246,165569,207630,9726,3811,5915,3556.09,2826,2765,3.4,104.8,4.4,2.1,1019,15.2,35,0.52,465487262,205480,105,77,4.9,116,NA,-0.3,671.06,327.25,343.82,223099,116426,106673,59722,30768,28954,83590,56607,26983,33530,16417,17113,2598,710,1888,43659,11924,31735,3230,3655,6885,4408.98,1921.28,NA,813.56,41.04,658.17,465692742
"167","PL416","023015700000","PODREGION KALISKI",2018,1.481,669734,320973,405024,343189,156996,199830,326545,163977,205194,8757,3411,5346,3808.29,3283,3077,4.2,100.1,4.2,2.2,921,13.7,33,0.49,440231982,206546,105,99,5,116,NA,-2,669.73,326.55,343.19,226097,117805,108292,59126,30428,28698,85628,57648,27980,34808,17294,17514,2603,741,1862,43932,11694,32238,3441,3708,7149,4719.52,2102.06,NA,942.28,49.99,666.3,440438528
"168","PL416","023015700000","PODREGION KALISKI",2019,1.475,668655,317579,400150,342763,155288,197322,325892,162291,202828,8316,3322,4994,4026.68,3640,3380,4.3,96.6,4.3,2.3,900,13.5,28,0.42,572959918,212726,105,112,4.8,116,NA,-1.6,668.66,325.89,342.76,227726,118497,109229,58599,30151,28448,86432,58093,28339,36324,17926,18398,2511,723,1788,43860,11604,32256,3290,3670,6960,5383.23,2444.98,NA,1079.89,56.75,703.67,573172644
"169","PL416","023015700000","PODREGION KALISKI",2020,1.502,659318,306976,388741,337963,149880,191462,321355,157096,197279,10803,4496,6307,4301.84,3895,3685,4.8,96.3,4.1,2.6,905,13.7,17,0.26,731669724,224252,105,124,3.8,114,NA,-14,659.32,321.36,337.96,201992,104816,97176,31703,17817,13886,85171,56921,28250,40245,18342,21903,2332,660,1672,42541,11076,31465,3850,4469,8319,6027.33,2719.54,NA,1079,65.57,751.12,731893976
"170","PL416","023015700000","PODREGION KALISKI",2021,1.471,656002,303502,385083,336363,148100,189596,319639,155402,195487,8812,3543,5269,4671.19,4277,4066,5.4,101.3,4.3,3.2,853,13,15,0.23,729615188,232493,105,135,4.5,113,NA,-5,656,319.64,336.36,211242,111511,99731,31671,17813,13858,87053,58274,28779,47345,23609,23736,2221,638,1583,42952,11177,31775,4092,4532,8624,6605.79,2972.46,NA,1229.52,97.3,813.32,729847681
"171","PL414","023015800000","PODREGION KONI—SKI",2012,1.403,660924,332870,426854,336795,162661,210394,324129,170209,216460,39246,17932,21314,3141.08,2857,2722,3,119.2,4.8,2.2,954,14.4,43,0.65,NA,173764,104,NA,5.7,103,2071,0.2,660.92,324.13,336.8,173065,90088,82977,53515,28632,24883,54594,39444,15150,24945,11934,13011,3287,1025,2262,36724,9053,27671,2787,3285,6072,3207.47,1527.1,NA,464.35,25.02,566.59,NA
"172","PL414","023015800000","PODREGION KONI—SKI",2013,1.328,660506,330651,423282,336612,161468,208517,323894,169183,214765,40016,17831,22185,3238.91,2990,2840,3,119.7,4.9,2.3,976,14.8,24,0.36,NA,164478,104,NA,4.9,103,2028,-0.6,660.51,323.89,336.61,175357,90758,84599,53486,28572,24914,55344,39814,15530,25804,12216,13588,3128,890,2238,37595,9266,28329,2942,3227,6169,3221.79,1533.3,NA,496.81,23,589.8,NA
"173","PL414","023015800000","PODREGION KONI—SKI",2014,1.371,660422,328505,419456,336654,160450,206589,323768,168055,212867,33939,14604,19335,3336.53,2938,2808,3.3,114.2,4.7,2.3,1035,15.7,17,0.26,NA,150531,104,26,4.9,103,2008,-0.1,660.42,323.77,336.65,177236,91482,85754,53600,28607,24993,55823,39958,15865,26704,12566,14138,3084,897,2187,38025,9454,28571,2775,3197,5972,3397.21,1689.56,NA,536.39,23.55,613.74,NA
"174","PL414","023015800000","PODREGION KONI—SKI",2015,1.317,659545,326403,415243,336298,159405,204449,323247,166998,210794,27925,11757,16168,3419.09,3036,2946,3.3,115.6,4.8,2.4,1040,15.8,34,0.52,NA,166422,104,30,5,103,NA,-1.3,659.55,323.25,336.3,179531,92209,87322,53675,28552,25123,57394,40696,16698,26847,12580,14267,3101,954,2147,38514,9427,29087,3037,3514,6551,3589.51,1793.97,NA,587.51,25.72,624.23,NA
"175","PL414","023015800000","PODREGION KONI—SKI",2016,1.388,659140,324000,410641,336132,158106,202035,323008,165894,208606,23511,9664,13847,3519.61,3309,3136,3.6,103.1,4.5,2.2,978,14.8,20,0.3,NA,204447,104,40,5.1,103,NA,-0.6,659.14,323.01,336.13,182742,94036,88706,53800,28671,25129,58207,41141,17066,28605,13664,14941,3054,965,2089,39076,9595,29481,2932,3313,6245,4153.9,1826.7,NA,639.13,34.14,653.02,NA
"176","PL414","023015800000","PODREGION KONI—SKI",2017,1.456,658876,321428,405645,336064,156932,199553,322812,164496,206092,17394,6758,10636,3734.62,3401,3277,4.1,96.2,4.4,2.3,1156,17.5,28,0.42,446448464,214426,104,47,5.1,103,NA,-0.4,658.88,322.81,336.06,186095,95789,90306,53771,28611,25160,60303,42299,18004,28827,13980,14847,2988,940,2048,40206,9959,30247,2945,3400,6345,4533.93,1936.64,NA,717.33,36.61,685.55,446662890
"177","PL414","023015800000","PODREGION KONI—SKI",2018,1.45,657789,318268,400611,335480,155308,196985,322309,162960,203626,14474,5417,9057,3974.27,3296,3239,3.7,106.2,4.6,2.5,1019,15.5,26,0.4,420212506,215362,104,60,5,103,NA,-1.7,657.79,322.31,335.48,188943,97571,91372,53751,28593,25158,61729,43398,18331,30041,14500,15541,2930,913,2017,40492,10167,30325,3289,3522,6811,4886.88,2132.09,NA,791.76,36.59,709.38,420427868
"178","PL414","023015800000","PODREGION KONI—SKI",2019,1.439,656685,314846,395807,334959,153555,194412,321726,161291,201395,12901,4890,8011,4244.8,3667,3493,4.2,99.3,4.4,2.6,1018,15.5,15,0.23,550906141,226228,104,69,4.9,103,NA,-1.7,656.69,321.73,334.96,189690,97389,92301,53591,28523,25068,61195,42631,18564,31205,15130,16075,2842,872,1970,40857,10233,30624,3037,3441,6478,5405.75,2321.12,NA,870.65,44.97,740.17,551132369
"179","PL414","023015800000","PODREGION KONI—SKI",2020,1.458,643868,301195,380891,328728,146735,186957,315140,154460,193934,15613,6531,9082,4621.74,3939,3819,4.5,99.2,4.4,2.7,750,11.6,7,0.11,707039733,251451,104,89,4,101,NA,-19.5,643.87,315.14,328.73,160177,83571,76606,27787,16250,11537,60140,42263,17877,30444,14693,15751,2342,678,1664,39464,9687,29777,3674,4291,7965,6089.67,2651.79,NA,867.65,46.84,797.18,707291184
"180","PL414","023015800000","PODREGION KONI—SKI",2021,1.41,640528,297737,377499,327183,144966,185220,313345,152771,192279,12966,5137,7829,4999.08,4285,4129,5,104,4.6,3.4,1132,17.6,10,0.16,706093656,267950,104,114,4.5,100,NA,-5.2,640.53,313.35,327.18,161362,84147,77215,27737,16187,11550,59958,41707,18251,31399,15705,15694,2301,649,1652,39967,9899,30068,3907,4223,8130,6496.23,2678.73,NA,984.6,59.13,870.52,706361606
"181","PL417","023015900000","PODREGION LESZCZY—SKI",2012,1.452,552413,279437,357147,280627,136883,176323,271786,142554,180824,21988,9787,12201,2979.42,2726,2469,3.3,123.5,4.7,2.3,891,16.1,45,0.82,NA,140756,103,NA,5.9,92,1988,2,552.41,271.79,280.63,163384,84753,78631,45699,24874,20825,57952,38037,19915,24183,11899,12284,4454,1518,2936,31096,8425,22671,2201,2510,4711,3121.2,1492.18,NA,526.26,36.12,531.92,NA
"182","PL417","023015900000","PODREGION LESZCZY—SKI",2013,1.423,553422,278033,354816,281008,135988,174841,272414,142045,179975,20673,9344,11329,3124.9,2727,2481,3.2,126.5,4.9,2.4,765,13.8,19,0.34,NA,136811,103,NA,5.2,92,1968,1.8,553.42,272.41,281.01,164031,84798,79233,45947,24901,21046,56375,36983,19392,25624,13056,12568,4454,1488,2966,31631,8370,23261,2381,2512,4893,3191.99,1528.36,NA,548.91,42.58,563.19,NA
"183","PL417","023015900000","PODREGION LESZCZY—SKI",2014,1.454,554583,276564,352175,281412,135169,173427,273171,141395,178748,16397,7128,9269,3249.21,2869,2579,2.9,121.8,4.8,2.1,868,15.7,25,0.45,NA,127454,103,29,5.3,92,1951,2.1,554.58,273.17,281.41,167569,85813,81756,45862,24767,21095,58410,37709,20701,25970,12961,13009,4535,1511,3024,32792,8865,23927,2262,2423,4685,3272.47,1629.08,NA,585.3,37.91,601.31,NA
"184","PL417","023015900000","PODREGION LESZCZY—SKI",2015,1.462,555125,275239,349104,281793,134548,171883,273332,140691,177221,13585,5687,7898,3348.82,2893,2706,3.9,116.9,4.6,2.6,928,16.7,20,0.36,NA,138013,103,36,5.5,93,NA,1,555.13,273.33,281.79,170392,86560,83832,45935,24680,21255,60034,38572,21462,26981,13052,13929,4508,1471,3037,32934,8785,24149,2448,2618,5066,3349.24,1690.5,NA,641.6,39.42,613.83,NA
"185","PL417","023015900000","PODREGION LESZCZY—SKI",2016,1.522,555936,273873,345766,282209,133774,170138,273727,140099,175628,11257,4583,6674,3458.3,2998,2796,4.3,109.7,4.3,2.7,850,15.3,22,0.4,NA,170066,103,37,5.5,93,NA,1.5,555.94,273.73,282.21,175415,89443,85972,46032,24626,21406,62050,39846,22204,29327,14669,14658,4489,1457,3032,33517,8845,24672,2357,2580,4937,4064.02,1800.65,NA,713.75,48.54,648.58,NA
"186","PL417","023015900000","PODREGION LESZCZY—SKI",2017,1.666,556970,272256,342066,282696,132883,168241,274274,139373,173825,9082,3541,5541,3716.92,3145,2980,4.4,108.4,4.5,2.8,954,17.1,24,0.43,404918582,180919,103,46,5.3,93,NA,1.9,556.97,274.27,282.7,178246,91297,86949,45827,24560,21267,63443,40688,22755,29660,15043,14617,4554,1511,3043,34762,9495,25267,2529,2746,5275,4522,2001.93,NA,793.77,61.6,708.25,405099501
"187","PL417","023015900000","PODREGION LESZCZY—SKI",2018,1.648,557726,270666,338663,283019,132031,166500,274707,138635,172163,8232,3104,5128,4022.77,3292,3105,4.8,106.6,4.4,3,894,16,17,0.31,386492058,183725,103,67,5.4,93,NA,1.4,557.73,274.71,283.02,181715,93219,88496,45705,24605,21100,65503,42019,23484,30640,15446,15194,4468,1423,3045,35399,9726,25673,2595,2777,5372,4806.47,2163.15,NA,905.56,47.82,720.21,386675783
"188","PL417","023015900000","PODREGION LESZCZY—SKI",2019,1.616,557692,268602,335242,283076,131045,164869,274616,137557,170373,7584,2919,4665,4267.47,3582,3293,5.9,100.3,4.3,3.3,873,15.7,18,0.32,512938914,186785,103,80,5,93,NA,-0.1,557.69,274.62,283.08,184445,94424,90021,45368,24361,21007,66573,42523,24050,31954,16462,15492,4538,1459,3079,36012,9619,26393,2626,2858,5484,5360.56,2366.46,NA,1013.79,47.35,754.08,513125699
